Date,final,likes,comments,url
2023-03-31 14:37:34,aqua yonex toyota puluhan brand gede merapat vindes rahasianya donvo series bate sey pyst brent zl sponsor korporasi prinsip marketing marketing funnel tutorial milih perusahaan calon partners buyers pitch proposal tutorial bikin proposal kerjasama organisasi bisnis corporate pitch proposal tutorial pitching kerjasama organisasi bisnis corporate offline door door faktor mempengaruhi deal proyek corporate mengukur menjaga kinerja marketing problem problem menjalankan marketing awan prasetyo case study good fail general manager vindes co harga ppt materi video rekaman diakses seumur hidup sabtu april wib vindes partner nya fool deco ce cw es castiolf lenovo msi panasonic bard traveloka bukalapak ofeawras grob tket ew ott cmenoten ba acm md cn etn head come oom aa ccd fsseconv enovo ei eon daftar belanjaan ramadan daftar perusahaan brand apapun namanya udah kerjasama vindes kalo ngikutin event social media vindes ngertilah gimana ngiklanin sponsornya vincent desta nggak sok sokan bodoh kalo kesuksesan vindes ketokohan vincent desta kayanya ga masuk akal kalo bilang faktor satunya neng bangun neng suruh jualan pura pura mati od coba diinget inget artis terkenal gagal pas eksekusi bisnis network duit gede marketing vindes social media jaga kualitas push marketing mengulang diulang marketing bisnis produknya kalo produknya jelek emang produk vindes nih ok udah pas kategori entertainment samping produk effort marketing kaya gini contohnye marketing newsletter blast press release media day diambil ppt mas awan materi gossip forum besok brainstorm sampe financial projection perusahaan kalo invest apapun manapun cari menguntungkan kalo nawarin kerjasama skill bikin proposal sampe nego epic least ngerti step step avwors internal process brainstorming proposal diambil ppt mas awan gosip besok detailnya dijelasin kelas media value budget yuyur aja bingung media value budget mas awan sih kasih spill kaya gini ppt nya media value spill materi ga keliatan yah ya namanya teknik marketing sengaja dibikin ga keliatan biar beli kelasnya budget perkara sensitif budget aja kudu masuk budgeting dimasukin proposal sponsor mas awan vindes administration venue production audio visual technical art production talent manpower miscellaneous tolong temen sy pingsan grgr kecapekan scroll konten nemu meme report biar hubungan manis tetep terjaga kasih report cakep general manager vindes komposisi report kaya gini report pre event published article analysis pres conf published article analysis ey message compostion ey message compostion icon ics fac oeru ree weve vn main event published article analysis media partner published article analysis ge composition apatuh ketutup putih putih kayanya kudu beli kelasnya sih biar tau isinya usaha wihh spill rahasianya vindes nih,5390,59,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/338932698_6026352127402296_3352700991414916555_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=ze0vjREBaIYAX9v2U9l&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDR4xV5tf2Rp4Ue-ATe3L0sU2i9BjVdP5Ps8HSZaBuBvw&oe=647BE3EB&_nc_sid=f4eaf9
2023-03-30 12:50:26,aou mota kerjasama adidas kanye west kerugian triliun donvo series bate sey pyst brent zl sponsor korporasi prinsip marketing marketing funnel tutorial milih perusahaan calon partners buyers pitch proposal tutorial bikin proposal kerjasama organisasi bisnis corporate pitch proposal tutorial pitching kerjasama organisasi bisnis corporate offline door door faktor mempengaruhi deal proyek corporate mengukur menjaga kinerja marketing problem problem menjalankan marketing awan prasetyo case study good fail general manager vindes co harga ppt materi video rekaman diakses seumur hidup sabtu april wib ngebatalin kerjasama dirasa udah ga value bit sleepy tonight wake going death con jewish people funny thing actually anti semitic black people actually jew also guys toyed tried black ball anyone whoever opposes agenda source jewish chronicle brand adidas ngebatalin kerjasamanya brand yeezy perusahaan design sepatu punyanya mas kanye west rapper amerika alasannya mas rapper bikin postingan dinilai rasis berpendapat sosmed emang kudu ati ati ya mulia pengantar mencari tau kemana larinya uang rakyat wy ee ee adidas kerjasama yeezy mafia hasil kerjasama adidas bikin series produk namanya yeezy saking lakunya produk penjuru dunia minbi ngeliat versi kw sepatu jalan pasar singkat cerita mas kanye bikin keputusan berat ngebatalin partnershipnya high season adidas terminates partnership ye immediately herzogenaurach pengumuman resminya adidas menaksir kerugian jangka pendek juta euro setara triliun rupiah akibat pembatalan kerjasama bareng mas ye nama kanye west adidas ga mudah ngebatalin kerjasama quartal alias high seasonya orang jualan knowlah momen semacamnya produk yeezy contributed pemasukannya adidas setara triliun rupiah uwow ww ry featured products yeezy sempet viral laku parah data business insider produk berkontribusi juta pemasukan adidas setara kaget yaa triliun rupiah revenuenya adidas ngebatalin kerjasama kek gini berat mutusin pacar udah sekian adidas bilang one successful collaborations industry history viral produk yeezy datengin duit naikin brand valuenya adidas drastis adidas statement kalo kolaborasi brand terbaik sejarah ya kalo partner kolaborasi udah berlawanan value susah dipertahankan ya bund pemutusan eimta kerjasama stop produksi pemberhentian pembayaran noted noted mulu lu nelfon gue liat ag _gdaripada elu umr akibat pemutusan kerjasama pemirsahhh pengumuman resminya memberhentikan kerjasama bareng ye adidas menstop produksi brand yeezy menghentikan pembayaran kanye west perusahaannya ngejaga perkataan sosmed udah hikmah kisah adidas kena inflasi hikmah diambil kisah kolaborasi brand adidas ye kerjasama ngasilin cuan gede banget wkwkwk angkanya ga main main triliunan rupiah kalo brand lokal berkolaborasi least nyentuh milyaran ratusan juta yaa pake yeezy aja nihh,776,7,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/338760527_798052278420158_7502636330317136276_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ueDnR4EnDeUAX-cq3Lf&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCWediry2Tct_hLHgPX2knLUBQhI_gkM5PpqfByVGMo_Q&oe=647CD987&_nc_sid=f4eaf9
2023-03-29 12:05:46,data forbes partnership bisnis gagal gimana biar berhasil donvbob yass nt ey ee proyek sponsor korporasi prinsip marketing marketing funnel tutorial milih perusahaan calon partners buyers pitch proposal tutorial bikin proposal kerjasama organisasi bisnis corporate pitch proposal tutorial pitching kerjasama organisasi bisnis corporate offline door door faktor mempengaruhi deal proyek corporate mengukur menjaga kinerja marketing problem problem menjalankan marketing awan prasetyo case study good fail general manager vindes co oe ppt materi video rekaman diakses seumur hidup sabtu april wib success partnership sumber harta melimpah bisnis kebutuhan partneran brand forbes partnership brand terbukti nguntungin nambah revenue ngebuka opportunity ngasih ide inovatif belah kekayaan nike meningkat pesat kerjasama bareng artis atlet yeezy boost facebook adidas yeezy penghasilan bersih nike nembus angka billion setara rp triliun penghasilan kotor yaa bersih hasil suksesnya partnership nike bareng penyanyi rapp america kanye west ga brand artis partnership brand gede tita ts spotity take sound starbucks et starbucks ngejalin partnership bareng spotify alasan kerjasamanya starbuck ngerasa coffe shop ga lepas namanya musik kopi musik udah jiwa semenjak berdiri forbes memuji bentuk kerjasama jenius spotify starbucks partnership digital co branding genius nomi prins contributor cover business media entertainment pas ngeriset nulis konten minbi nemu artikel menarik forbes judulnya partnership harder marriage entrepreneurs partnership harder marriage icle years old ta data angka gagalnya pernikahan alias perceraian angka angka kegagalan business partnership sesuai judulnya artikel ngejabarin alasan ngebangun partnership bisnis ssusahnya menjaga hubungan pernikahan money talk always money tantangannya nungguin meme kalo suka baca koran kalo uang penyebab tingginya angka perceraian negeri tercinta indonesia partnership bisnis gitu dalamnya ga ngomongin pemakaian dana kejengkelan pencairan dana atasan ga kunjung dikasih buyer tanda tangan kalo bisnis stakeholdernya bikin konten rumah tangga unsur terlibat intens pasangan anak kalo udah kerjasama bisnis stakeholder ga partnership perusahaan doang direktur pegawai client terlibat susah buktinya brand terkenal berhasil perihal kerjasama abvindss vindes saker media day salah satunya vindes pas ngos ngosan ngadain kerjasama brand tim hepi keliatannya eventnya viral menggemparkan indonesia biar partnershipmu berhasil,367,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/337921484_2138564129677905_8431639852167236302_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ykP9clCa6AwAX-zDUNK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfADJ9cW76JSVUUUxswD1z7uPAnRPNdtUxLX4cdHQGyzPA&oe=647CB1D3&_nc_sid=f4eaf9
2023-03-28 13:22:34,matte mpa mol itl event budget gede event fifa world cup aja onvo marketing series tutorial deal proyek sponsor korporasi prinsip marketing marketing funnel tutorial milih perusahaan calon partners buyers pitch proposal tutorial bikin proposal kerjasama organisasi bisnis corporate pitch proposal tutorial pitching kerjasama organisasi bisnis corporate offline door door faktor mempengaruhi deal proyek corporate mengukur menjaga kinerja marketing problem problem menjalankan marketing awan prasetyo eet na ene fil general manager vindes co oe ppt materi video rekaman diakses seumur hidup sabtu april wib maren dunia dibikin heboh event fifa ga akbar agenda kalo distalking dalem banget kerjasama dalemnya terlepas isu ham pembangunan piala dunia perihal duit ambil hikmahnya revealed migrant workers died qatar since world cup awarded guardian analysis indicates shocking figure past decade likely underestimate know human cost world cup biar termotivasi orang proyekan sukses markitadudu mari stalking duit duitnya sengaja dibold biar kalo sabtu gossip forum marketing data media dw bilang fifa world cup ngabisin dana billion kalo dirupiahin setara rp triliun setara lipat dana prabowo ajuin senjata militer rp triliun kompas com news nasional prabowo tegaskan tujuan pengadaan alutsista rp triliun invasi apbn indonesia indonesia rp triliun apbn nalangin duit proyek piala dunia gila gilaan fundingnya world cup piala dunia budget terbesar sejarah umat manusia expensive world cup ever tal cost hosting recent fifa world cups billion qatar russia brazil south africa germany south korea andjapan france united states includes spending infrastructure projects values adjusted inflation april eo sejarah fifa piala dunia qatar budgetnya gede kalo digabungin piala dunia ngalahin budget event umat manusia duit sponsornya ga qatar perusahan negara china amerika mari lihat angka angka perintilan minbi dapetin tim investigasi selimut tetangga dnvb bingung liat angka konten data lembaga statistica event transport juta rp miliar sistem ticketing juta rp miliar asuransi juta rp miliar pengeluaran kecilnya kalo pengeluaran ribuan bayar parkir piala dunia biaya kecilnya udah level miliaran cepat kaya tanda tangan ie sr ow mematikan fitur kemiskinan ramadhan sa wiki salah kelebihan butuh tanda tangan stakeholder dapet duit bejibun mainin relasi duitnya cepet dikasi triliun rupiah ga kkekumpul kalo duit kas fifa doang campur tangan sponsorhip brand gede dunia gak segede fifa indonesia vindes liat pin udah bahas event olahraga dunia diadain fifa indonesia event olahraga keren bedanya balutan hiburan sportainment keknya udah tahulah ya otak event tepok bulu tenis iya emang ga setara namanya jualan bang vindes ga ngadain sportainment event kreatif data ppt general manager nya vindes acara offline berhasil gaet kerjasama puluhan brand gede indonesia skill ngejalanin udah ga diraguin source image ppt mas awan general manager vindes ngisi gossip forum sabtu nonton langsungg gaa,422,10,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/337907033_704472221421684_7738246223563104224_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=m48A9qW3aZgAX8E0G8E&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBYy9tli2uttSljViLsbBG0GlXVxZaLwOX1b3nzZc_UcA&oe=647C2FB4&_nc_sid=f4eaf9
2023-03-27 13:00:00,strategi tebokbulu tibatibatenis event gila vindes donvb marketing series prinsip marketing marketing funnel tutorial milih perusahaan calon partners buyers pitch proposal tutorial bikin proposal kerjasama organisasi bisnis corporate pitch proposal tutorial pitching kerjasama organisasi bisnis corporate offline door door faktor mempengaruhi deal awan prasetyo proyek corporate general manager vindes mengukur menjaga kinerja marketing problem problem menjalankan marketing case study good fail sabtu april wib candaan raffi ahmad vincent desta podcast eh beneran acaranya viral mampus es ry ry vat aly cs cy ioe indoor senayar sii ee th salah acara sempet bikin heboh jagad offline online tenis coba ulik gimana vindes jalanin creative event cuannya plus plus general manager vindes corp mas awan prasetyo tenis agenda vindes partner memmi mae sok mengawasi pe sea saker diberjalankan dimelangkahkan au kesalahan saker sang direktur merasakan vincent ryan rompies ert petere direktur vindes company udahlah cakep lucu direktur kacaw info rw tim investigasi gossip tetangga dnvb acara tenis menggaet sponsor sponsornya ga kaleng kaleng toyota aqua chitato walls ice cream kesukaan tim dnvb brand raksasa event nya bercanda manajemennya profesional bertanding atlet beneran artis hobi main tenis acara dikelola super serius bener bener profesional marketingnya cuakep tiket nonton livenya sold itungan menit nonton live streaming youtube ribuan tepok bulu even jenius cuan serius bikin mba raisa rada kena pressure raisa andriana bertahun fans badminton semalem ngerasain ea eaain penonton hati ohh gini atlet pressure bgt seruuu translate tweet jul retweets quotes likes bookmarks acara digelar vindes perbincangan publik maren gimana ga rame desta vincent anya raisa hesti artis terkenal digabungin frame aja udah bikin viral digabungin acara terbilang jarang indonesia sportainment olahraga dibalut hiburan si viral masanya bier ok bug seru viral keknya ga kontroversinya acara trending youtube konten dibikin views siaran ulangnya udah views udah setara total warga dk jakarta kota bandung one kabupaten bantul vindes creative ecosystem rangka menghidupi jalur marketing dilibas abis twitter youtube website apps disikat meme konten beneran maujy ngundang gm ny vindes marketing vindes ngejalin kerjasama brand artis top kalo bahasa kerennya marketingnya jalan banget people behind numbers kalo perusahaan bagus tim keren baliknya diriset sisa tenaga menjelang berbuka vindes isinya ga vincent desta tim dalamnya keren vindes saker vindes saker following message posts followers following satuan kerja vindes live ramadanbarengvindes sahur nih yee wib bukber nih yee wib partnership vindes id kalo vincent direktur desta pemimpin bos leader dibawah berdua general manager ngurusin kerja vindes belajar strategi vindes,8177,162,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/327970216_930476814766237_6205561615692811553_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=rv7dpccWMBAAX94y2NM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCx-2PZm8YlaBOCkGf0KbhsO52aNP0KUGqcE5pQ3JYC4Q&oe=647C4DE5&_nc_sid=f4eaf9
2023-03-24 14:34:19,blackpink naikin sales luxury brand sampali ratusan pengaruh blackpink area brand mewah dnvo marketing series strategi kol marketing nyusun target endorse ads sampe evaluasi menyusun target strategi syelete alg kol marketing efektif mengeksekusi kol marketing dampak kol marketing brand awareness desire sales kombinasi kol ads marketing monitor efektifitas kol marketing perencanaan implementasi teuku mayoga review variabel chief marketing officer jiera berpengaruh strategi kol marketing case study good eat harga le minggu maret oo link bio wib influencer marketing trendnya berubah apapun perintah atasan noted noted ng lai majalah vogue business pergeseran trend influencer marketing knususnya brand barang mewah pake artis artis hollywood form west pake artis korea anggota bts blackpink hallyu wave gelombang naiknya budaya korea kancah dunia ngendorse artis global brand mewah promosiin produk kerasa iklan audience hallyu wave artis artis korea udah swiss army marketing reach udah ga level lurah mendunia teteh jisoo melejitkan brand dior pengumuman teh jisoo brand ambassadornya dior follower traffic media sosial brand drastis salesnya angka sales ya awareness produk marketing cakep harga naikpun pasar tetep beli yf njih isoo insya allah teh jisoo anak muda korea korut milih dior pilihan fashion momen dipake dior ngeboost profit naikin harga kalo emang udah produk marketing cakep gini yaa harga dinaikin aja rame beli diangkat ba nya mba jennie emang udah lengket produk produk chanel digelarin human chanel netizen source time internatior tim investigasi pop tiktop dnvb postingan jennie ngepromote produk chanel info rw anggota tiktop dnvb endorsan mba jennie berhasil ngasilin cuan chanel juta usd postingan foto bareng nama produk berubah lisa bag dipake lisa keliatan mewah dipake istri pejabat duit nih mba lisa diendorse brand celine saking uwow nya produk nama aslinya celine triomphe bag dinamai khalayak lisa bag lisa ngeposting foto pake tas ga berenti situ postingan lisa bag sold antrian next bacthnya sampe overload kontribusi mba burga rose brand yves saint laurent ysl rose citra lestari source spotify dik rose ba ngepost medsosnya tiktop dnvb penjualan brand ysl pasar asia pasar indonesia fantastis blink ga,1404,29,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/337348435_256505326730617_6364646302272832862_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=QFI3d_BzekwAX9EQcI0&edm=APU89FABAAAA&ccb=7-5&oh=00_AfALwAg-5ECpIpqaitzvRGhXJWiCpNeHxtaCQaGIytwa5Q&oe=647C1DB8&_nc_sid=f4eaf9
2023-03-23 12:47:24,orang percaya perkataan influencer brand dibanding brand kol marketing king onvob marketing series strategi kol marketing nyusun target endorse ads sampe evaluasi menyusun target strategi speaker kol marketing efektif mengeksekusi kol marketing dampak kol marketing brand awareness desire sales kombinasi kol ads marketing monitor efektifitas kol marketing perencanaan implementasi review variabel chief marketing officer jiera berpengaruh strategi kol marketing case study good fail harga minggu maret mc link bio wib metode marketing efisien tapinya kondisi perut psetelah buka puasa data harvard business review brand dunia ngeluarin budget influencer marketing ga heran brand berlomba lomba pake metode marketing worth eh boncosnya kadang emang ga ketulungan artikel psychology influencer marketing bersabda ekspresi puasa jam ne al natural percaya orang banget influencer marketing kalo bener efisien banget audience serasa diceritain temennya diiklanin pake robot kayak ngiklan pake meta tiktok ads kelebihannya fitur ikatan batin gitu asset trust mas mba influencer sewa liat pin banget perkataan influencer referensi kehidupan followernya review beauty influ pertimbangan pas nyari skincare perawatan rambut rekomendasi food influ dijadiin referensi terpercaya nemuin makan bagus jogja influencer marketing berpotensi cinta bertepuk sebelah tangan boncos ngendorse fast company bilang influencer marketing ga nembak sales aja nge set objektifnya awareness banget kejadian brand niatnya sales udah ngeluarin budget sampe jutaan ngena awareness brief kunci influencer marketing berhasil cakep mampus ahli kol duniawi bilang say important say much important influencer followernya warga kabupaten bantul kalo brand ga ngasih key message brief hasilnya tetep ambyar bin modharr pov audience versus pov influencer feat pov brand riset tim tukang gosip brand dnvb kebanyakan brief kol gagal jadiin pov point view audience sentralnya ngendorse papah raffi anmad kudu dipikirin andaikan audiencenya raffi ahmad bawain kek jungkir gendong cipung kunci sttrga kol marketing sukes influencer oke brief cakep influencer aja dek riset lembaga kantar bilang orang beli minimal ngerekomen temen deketnya kalo content influencer inspiring dimana konten inspiring berasal influencernya udah jago ngonten didukung brief cakep brand ngendorse ragu pake kol markipul mari kumpul,2885,36,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/337151977_543492741257954_7171005222818973466_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pqmRiqhnhXoAX_rmvz6&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCKRWjB8TcC1pknRLhn165-5om1qQ5miGSe3jTvK8rogw&oe=647C08EF&_nc_sid=f4eaf9
2023-03-22 12:12:11,endorse tuh brand budget gede dunia namanya nano micro influencer onvb marketing series strategi kol marketing nyusun target endorse ads sampe evaluasi menyusun target strategi syelete alg kol marketing efektif mengeksekusi kol marketing dampak kol marketing brand awareness desire sales kombinasi kol ads marketing monitor efektifitas kol marketing perencanaan implementasi teuku mayoga review variabel chief marketing officer jiera berpengaruh strategi kol marketing case study good eat harga le minggu maret oo link bio wib kalo kemaren bahas kol marketing sudut pandang brand gede afdhol kalo ga ngebahas sisi brand budgetnya mendang mending cerita dunkin donuts battle starbucks mrt ey st sampe feola ae bener ga sih kol marketing brand budgetnya gede gimana strateginya brand hak kemerdekaan kol marketing hak brand dunia namanya macro micro influencer nano influencer kalo lu influencer gue endorse pake ga ngincer macro influencer kayak raffi ahmad endorse aja seharga cicilan rumah impianmu opsi micro influencer salah artikel forbes bilang brand nganggep follower ngaruh penjualan influencer marketing ga semudah artikel micro influencers smaller better ngejelasin keunggulan kalo pake micro influencer targeted audience segmen audience nya spesifik banget peluang mleset nya credible authentic bahasannya spesifik difollow audience ngerasa bahasannya gue banget nih bikin ngonten ngendorse kerasa jujur tipu tipu teletubbies al mengasingkan handle influencer judes ao ajaib_ ath cost effective bayarannya ga segede macro influencer datengin traffic gede deliver engagement micro influ niat senang ngebalesin komen dm ngedengerin curhatan mantan followernya hknp orang le suka ngomong cenderung diajak negosiasi micro influ kalo sreg enak diajakin nego nyari jalan macro influ ribet antrian endorsenya yaa kadang ga proses nego nego kek gini brand lokal udah pro perihal micro influencer namanya jiera brand berdiri modal juta fix keknya budget bayar micro influencer doang knp blim beli kelasnya dnvb sampe skrg ax eae wn eaehe brand skin care grow nya melejit karir cr pas mu kol kelola udah micro nano influencer kaum minim budgett kumpulll,700,10,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/337145248_901323594406854_9064113237162631158_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=JUI0KjBPWk0AX9XaRNH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCCH2ziWLkj0swyBMdQE_-zmizKwPUW_ESMzIJzKeoz7w&oe=647CE8F5&_nc_sid=f4eaf9
2023-03-22 04:19:14,tips nyusun strategi keuangan biar bisnismu lancar jaya dnvo marketing series none none none none none none none none belajar nentuin prioritas yuk,193,2,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/337163824_1229255977952816_1766570892680446345_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=enoeL3NyAogAX_x5s1I&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBJ2_9Jz5tvVRVpalZePqNNzTDtDzhJDm10xNEr2PcO4w&oe=6478B6A6&_nc_sid=f4eaf9
2023-03-21 12:45:27,cerita dunkin donuts battle starbucks naikin sales sampe onvb marketing series strategi kol marketing nyusun target endorse ads sampe evaluasi menyusun target strategi syelete alg kol marketing efektif mengeksekusi kol marketing dampak kol marketing brand awareness desire sales kombinasi kol ads marketing monitor efektifitas kol marketing perencanaan implementasi teuku mayoga review variabel chief marketing officer jiera berpengaruh strategi kol marketing case study good eat harga le minggu maret oo link bio wib charlixdunkincontest bikin penjualan dunkin aa ae tials gy jag lihat hasil kol ode minggu pm gosong bro brand dunkin donuts ngendorse mba tiktokers charlie amelio followernya udah juta campaignnya pake hashtag charlixxdunkinconstest hasilnya boncos boncos sampe trauma cuan sales produknya ges campaignnya dirilis dunkin ngeluarin produk minuman cold brew nama charli hasilnya membagongkan pemirsahh bikin trauma penjualan produk cold brew dunkin launch efeknya ga keberhasilan endorsenya berlanjut menerus udah _konten jual kelas kol marketing napa gue baca pinterest com memasuki penjualan dunkin melonjak tajam laporan tim investigasi gessip data dnvb dunkin berhasil ngejual ratusan ribu cangkir plus apps download mengalami kenaikan pemirsahh strategi dunkin nyaingin rival abadi dunia akhirat starbucks salah gue go car ga_ bayar patungan_ orang kalo burnout kerja suka melipir cafe dunkin starbuck perusahaan supply chain kopi donat ngendorse mba charli umurnya dunkin ngelawan dominasi starbucks pasar anak muda mba content creator followernya negara muda demografi followernya luas kunci sukses si influencer kudu cinta produknya ga banyakan follower rame doang charlidamelio charli amelio mengikuti pengikut suka biodata oh mba charli amelia konten ditulis followernya udah seharga mobil brio juta emang udah suka dunkin proses pdktnya enak ga heran kalo marketingnya sukses si influencernya emang lubuk hati terdalam udah seneng produknya ga keliatan maksa artikel forbes judulnya using influencer marketing drive roi bersabda rtfaln ee dnvb baca meme doang ems eae creator brand storyteller ceunah kalo menjalin ikatan erate partnership influencer storyteller brand power rekomendasi teman teorinya udah terbukti negara api menyerang arisan komplek aja impulsif belanja rekomen temennya orang dunia terpengaruh belanja gara gara rekomen kol stn udah gadaiin mato seal punyal pacar mi ny fe lay af ey ___ survey ribu orang hasilnya bilang kalo orang terpengaruh belanja rekomendasi influencer syaratnya endorse otentik seikhlas seoriginal mba charli pas endorse dunkin donuts ga maksa kayak bunyi kknalpot racing study case kolab influencer berhasil,1010,12,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/336499289_959062895269158_5023836227088047635_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=h70ppsBcho8AX_wZ_Wy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCdMqIO6N7YCKD7n00PImUI8jGRAx1LTnzqEOXA9oTzUQ&oe=647CE62A&_nc_sid=f4eaf9
